V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
73.31043708254015,62.73838642348957,59.145795388988674,60.98579098233059,53.68985792283614,72.63189842859259,78.48980885933493,78.47302582034695,58.53245012509916,53,72.5875781058293,77.90174851759517,77.9691010664779,79.11375922985096,79.87327063169094,79.5299288570304,79.39252040858557,79.38353291744464,78.58798064169812,62.550797474836855,67.50881420458406,62.938284235928556,47.51186338770478,61.20687524354546
78,62.66029875264255,58.30122658407443,49.850319990921605,47.0125722064508,71.50941414517703,78.23250964548976,78,58.79419508310498,53,73.07447598512707,77.92195826273891,77.90113136022855,78.32371834360204,79.18185570595296,79.55284228092725,79.60654034649477,79.61552752109199,78.3705293870015,59.90183693115445,58.533223930169676,52.20845310849302,53.05534286132357,57.55035124746284
78,78,78,62.646708947332485,57.55950570679272,73.75623142812427,78.24698454303172,78,65.59676899195543,61.68689514925989,75.53814867805283,78.91369081352977,53.61582839063618,69.498107526699755,78.16820878775495,79.15959271801721,79.39439872397348,79.3854118659128,78.33409151937975,66.44921537217171,56.64205493764416,50.36558999584627,50.56527214296659,63.68906932712093
78.00000000000001,78.00000000000001,78.00000000000001,78,78.36707146100329,78.87076650513178,78.26145872847208,78,74.49946395091494,73.33595406487356,74.20900370991001,77.80554220211963,60.4780413371499,71.60167175647273,77.89307367515903,78.74161717891747,79.00000000000001,79,60.686283113790935,62.32814111733488,59.03557585688954,54.9028182020936,56.95617298089296,58.229744983269164
72.41296805446648,77.8695481405391,78,78,78.36419854256046,78.86036722788481,78.6483407195127,78.14420337292069,77.275273200188,68.36946666260422,62.61530164715951,74.23183301413047,78.58770855168775,78.11579729608869,78.00000000000001,78.29462759809635,78.3962763416058,78.38729011659674,61.75402517222762,73.43776482873396,67.77278188205507,58.67766970133286,64.25396758710947,57.2727595501443
66.19255583545504,77.57106069199854,78,78.00000000000001,78.00000000000001,78.35144737601928,78.486607156525,78.50935945742748,77.82097696834315,60.373094566565634,53.35285630230007,71.58459905460288,78.69187505653274,78.57587831108346,78.16836920120967,78,78,78,63.412431361114514,75.73391545719981,78.15196821380368,75.48878622893415,79.27267111950465,77.88018708252366
65.25677021307821,64.27303485574166,62.7379322461822,72.90905751837374,78.1924484269945,78.15367786378567,78.00000000000001,78.33285942431228,78.14292701190814,59.903271966374156,52,71.19704151085664,78.77708054114564,78.42505911391753,77.71857142147377,77.82085030105387,78,78.00000000000001,58.3665950999071,64.0742191856599,77.96682019503501,83.90451398186187,84.10451638784315,84.60653771944364
70.27687032907153,62.19446202367324,60.280174555616284,71.40161307815735,77.86640022853405,78.15897769324124,78,78.00000000000001,78,60.64742852189718,52.547175113619815,71.27527954559031,78.63525020325157,59.974916244789256,68.81482754996142,77.68323057845934,60.74934193754484,52.38445973945577,50.11253443801985,54.874105577482304,58.71840162940654,67.97218492083938,73.43563640823673,77.22380597129313
78.91473072978737,77.60282517680812,76.95014438812791,76.96787667770968,77.660824461647593,78.3340824779832,78.51058769406484,78.51948778602093,78.5283963647379,66.16291045318516,60.10110677097603,73.05260238381504,78.85369847540628,65.06956119013246,71.34435572759725,77.86447003731746,66.7615464544968,61.57612996569665,54.77876117111402,52.00341179000734,50.90063799747364,55.37265128638268,59.84294187207848,62.518310795539065
67.22491791340049,79.30443692163138,78.94827748783108,78.96600915284853,78.66345196115601,78.49976928082037,78.49034700703862,78.48144722856796,78.81656596862368,74.71739127492174,72.5436363063924,74.62537314587493,77.82836944187315,78.34647321403745,78,78,78,78,60.166877928892504,50.74797589279086,51.14609894658907,52.244892747638225,51.435716627793305,50.490466412394326
27.693333998272692,42.85212527649557,42.14356255512078,41.434320935850664,65.40887362933515,79.18122031087157,78.69326020542498,78.84759356895113,78.68343465921383,78.85138293413699,79.08873448609623,69.90870260642933,73.78536770135472,78.3610390293014,78,78,78.00000000000001,78,58.49750435716178,45.89847504867711,45.97422346873983,46.72702557397033,47.981362488345425,48.443840769890876
