V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
98.07217288829173,97.04199872017058,100.00000000000001,99.85547636442965,98.20050649566937,95.46606010217022,95.07806781065753,92.07042473263425,96.20516951670795,98.47111699102118,98.62391458141671,100,99.99999999999999,99.92838970480273,99.06823459127351,96.89054963546572,97.21847943136173,100,99.97627229955773,99.78580585158596,98.90260182588787,91.89965206744313,92.37614588464133,87.8172624550532,51.295437598264385,46.608223842167185,76.59545010370779,77.83701997015133,87.93426864395312
92.3169858276451,93.52409606635378,98.26263602108708,98.40327925538226,99.56250787194172,100.00000000000001,100,99.91977452728815,99.31604429686263,100.00000000000003,100,99.87589485787204,98.86883257814051,98.64725522125286,97.13671518559639,100.00000000000001,100,100.00000000000001,99.71356092100501,97.52041959481325,97.16625165699112,93.76665598365467,89.1794957168684,85.5971856773597,61.16267190358912,78.4527737076637,90.606155572728,89.99323352577287,86.20127644029056
91.2085484458557,93.15655596250457,94.47220931561253,94.89011614947003,98.6457052312326,100,100,100.00000000000001,100,100.00000000000001,99.99999999999999,99.4559034469987,95.2234076167685,95.36253183008405,96.80224461842691,99.56602809691721,99.46863956546044,98.64748986450272,97.42241422255225,92.41708656209049,92.26216093216331,90.64755099232944,86.80920376242757,86.20474913621207,83.37630449038183,92.77411006081077,89.9704868503271,89.83262104200465,89.05437701447167
93.86518582728579,91.46214923870338,96.81712420231015,97.19317932310463,99.94601285244518,99.52827170855211,99.58645533652924,100,100,100.00000000000001,100,99.523028662765,96.00000000000001,96.29466375250163,98.24823827687804,96.92919760431117,96.73397615022614,94.7562750060799,91.68715314456915,95.02859051799125,94.43813080207774,90.51949563395742,91.19685588750626,91.65065177946639,95.2511682572153,97.96395798691928,94.84505775251098,92.90761786601296,93.1122360279579
90.6758956065364,79.25715967745249,87.36312991596547,88.51158087604847,96.75996542825249,95.43658105494772,95.9797704431213,99.77137080504036,99.69063603916848,99.10298216541085,99.22157250958229,99.61143922488282,96.87102557646107,97.25826425628529,99.30089866184525,94.47934624298034,95.01497541869729,97.96321767810547,93.47331003842983,99.20289309697858,99.30620541750436,99.46918917668575,96,96.32096101617427,98.60333711133755,100.00000000000001,98.48734300574314,89.55255169939466,93.23571961311637
73.41998374181841,63.7208009624354,80.18444669988575,80.5814796572379,83.71569142545287,85.15830242415045,86.5711367725267,96.46190929144605,97.56099610890263,96.88571550629987,97.2799152163683,100,100,100.00000000000001,99.69369326850934,97.70638948459015,96.9822310131652,92.68103080461714,96.55089908042105,100,99.9728811178975,99.38794829212675,96.77530629991334,97.05727453805899,98.86175114313707,98.87402959416201,98.07810729449558,93.1078588245738,92.98654100073664
49.909069933777396,67.7380805204712,86.10657049769227,84.89836110518354,77.6995461504854,83.54772957809033,84.3168896921288,90.11449619527446,93.75346467350761,98.68837920784829,98.75956410132214,99.11400279678296,98.93947072574949,98.66333047505758,95.9423243010963,90.02842543484792,89.34878753419072,87.10053914893409,98.77594172147829,98.61929482640157,98.65820206119267,98.86703353389483,99.23599148772547,98.62337978367096,94.96155086080513,95.10902501668264,95.01632970671287,95.26738241375041,97.94361215912622
49.6990667421557,64.18785546789925,90.68762391813259,91.17141871696083,94.82189018951891,99.22456093172678,99.00974194148944,96.94568720855037,92.57452848063953,94,94.30905238572804,95.86331221241008,93.74431495101265,92.72045739942328,87.30930540432524,92.57997791447227,92.0493238268362,89.53698715690766,93.82572178684588,92.80558089790937,93.43028096555884,96.55591425165218,93.74186577599308,94.52085438073931,98.9937734407581,100,99.62680244529368,97.53383957333894,94.6181156857114
45.916009702910294,59.3779372136999,81.40111600967076,83.73483604671607,98.21809632357427,99.55652888918998,98.53589288855521,91.79580369180348,89.34559879071229,94.42590631103063,94.70358125540966,95.1481871400948,87.96772000502756,88.8105632261429,93.02753113672485,89.60046383658269,91.07074653055788,98.6786927258797,93.2633780639317,92.38318955758913,92.67554061907376,92.90635945251604,85.11212248038719,86.72431406843918,96.26373745245373,99.64162089569336,99.70120494491894,99.91730416312649,94.15253824089935
55.92815406440236,63.426606619317674,74.64648064034819,77.85499006600917,96.41505912181566,94.93525510034962,94.3301204079934,90.05163301389112,88.13292137393876,96.71485157917701,95.73080182720705,92.88283615858472,85.42541929147956,87.63321237248358,100,100,99.7512870366565,97.3893284087558,92.45187350124141,95.13262375799789,95.88795384769013,98.04001126162619,87.62711244005509,86.91402946259436,85.49176125478094,98.35273166614714,98.61557581676678,99.20523786414478,89.95422146447103
58.23155238438636,58.215535366622454,71.11380646067086,73.819460965255,88.54591010420228,85.0804265769973,86.34615077425583,94.3675427655525,99.5810276592021,98.96608206709682,95.65753305346192,95.32656265159697,91.60242047964098,92.92041398040578,100,100.00000000000001,99.90790179038477,99.00154223032172,97.27526567732554,100.00000000000001,99.88053314699374,95.10555517855781,73.76529112375526,73.65957337067286,77.21312339950812,98.78520400651135,98.99948168471461,97.9413450671693,86.66659567865422
37.356310559833595,46.43869037557636,71.92089326690119,70.43536101699276,65.8344554261893,84.30827006234458,85.13879742271797,90.56708627494538,96.96669231378473,96.69722641781476,95.95100904159254,98.96019446036092,94.59394748981734,95.02240302133613,97.16160091254582,96.55186869625699,96.62642525765399,97.3402426828476,100.00000000000003,100,99.45117202145136,90.91350006841456,62.183884206094305,62.60564776347272,69.4694026795754,91.80496764877917,93.07811874607937,98.7361018621257,95.79182550484242
33.795807588089865,39.96745751887914,56.440663346676835,48.586540188634515,16.38305348585819,62.15997754530762,63.46387424702226,73.68793887190974,93.20383707496312,94.3265833164952,99.86701685431095,98.66633341876552,96.02420831236874,94.18615589563568,84.62839107320127,82.56621674618034,84.74981414346522,96.22366530154024,100,100,99.99999999999999,96.19767035138061,78.04435420351821,73.19810718102397,55.99320332910127,82.6420859864699,84.68161490431592,94.96103884671587,99.35276322304055
