V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
32.78165184710069,21.429606106041483,18.069620473261818,19.551643199118516,40.881122075544525,88.27413550268892,96,94.65709319752972,68.55737875677019,90.01295307428646,94.64854153852515,94.41761720333756,79.01737145728077,72.00836332858267,74.79085114867672,93.1010662172773,80.83993153159138,79.70586816017818,93.77551123198924
37.894991530128934,20.788683068888876,20.24367127631134,22.24800798495072,43.00579199410352,88.44934797364353,84.33588841580456,67.292387819595,61.72863123121,90.80202410351562,96,96.00000000000001,95.79041323767791,71.40990169856114,58.6496249027429,90.41468859561141,94.400875599241445,82.78130931114437,93.87346304123693
54.190990539367746,26.40972332286726,20.48142513557527,29.445630910648898,49.14459342448305,89.20454264539795,95.76308057070497,57.06537388304078,58.5241471945396,82.65419312334926,97.75052607481544,96.56241703658854,86.49051064839912,76.04427439720756,61.95210663354286,90.68695545793399,85.42238576463286,93.57865783276453,95.9013497450882
92.22829711351929,53.95082844961904,31.19733202411582,36.760354844426935,53.74575755431171,89.74158948305534,96.06516343098193,73.56069421610088,72.43715559862704,91.85038271857444,94.54188428413678,95.75124659450277,95.38652571976203,94.8716735420293,72.4766434451869,70.11798762017526,91.6399689718068,96.724697518499255,96.14049932566498
94.78779157329892,92.51360358475564,47.77797737134527,37.480987347924014,56.07422243578842,90.89963831787225,96.14909721584289,94.48934435238145,78.79378293085522,93.59869261450783,83.41335801075755,93.62988616931474,93.61263057751555,95.56183159679537,94.81206020552358,46.32950768505282,58.81199083734703,91.80164674255545,96.14981148559313
95.87896606701013,92.96218133864375,64.03806639982946,49.760364879139146,57.250153790415574,79.92845908282027,94.03265742626049,96,94.88584875044673,71.50208672738017,71.59807875142324,90.66498874959231,95.56150137582912,94.37831927340851,95.70234685251756,59.02396987813411,48.329628339623376,65.04762631201862,77.07042324787169
96.15772632535409,95.72272237004756,69.903722605337,68.48924880202533,66.12740367056753,69.2542198918342,92.42799562461056,96.15500593751875,90.5293178452147,69.01118907442192,49.57982423135003,58.59193074821855,91.11932706133837,90.4839683209708,78.8968868873525,91.37982744582942,94.02931084536802,95.58567533503451,95.45523698007328
72.4056268566913,65.87979542730322,59.60957988358401,55.0781978465082,87.0319535313752,80.96909370383524,72.91599493509693,77.12133786301055,92.64515512631445,71.68195477051516,63.5999989700086,56.49806599855883,90.12980113738138,91.1046470686862,94.27869093773548,95.86667086547111,96,96.02984704187809,90.30871207968511
86.26514062839395,75.83440611433096,68.87456415972247,62.54900755505897,73.06329834511743,91.48939212299815,94.42784751826187,91.64939115728619,91.26364114027466,89.15261308151904,79.20828453828871,82.45436071817481,89.99499900682925,90.21068852827607,78.2093982632158,84.64661025285949,61.35696118556057,77.40328483690223,93.47054107359733
87.6479834319067,94.55698029605281,75.8279587376526,62.984865494129586,88.57411331952052,94.97893765126385,98.92826975120866,96.46419526085478,98.84863136395998,99.47745715965146,97.42435845225653,96.53648973575802,95.89399998980166,95.75651523998417,95.28143743854976,93.96829997326184,93.68377642690616,95.25463312195029,91.0579809408407
