study_id,site_id,crop,biome_num,management_x,sampling_year,log_vr_large,log_vr_small,plot_id,log_vr_total,global_regressor_V0,bio01,bio02,bio05,bio08,bio14,ec,elevation,es,gHM,pdsi,soil_den_b10,moss,shrub,management_y,x0_1.0,x0_2.0,x0_4.0,x0_5.0,x0_7.0,x0_8.0,x0_10.0,x0_12.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,Bramlett,Prunus dulcis,12,0,2009,-0.393042588109605,1.0473189942805616,Plot_92,1.2383742310432708,-0.52688736,0.4546669125763946,3.3951045744144537,2.2279738214581504,-1.302918319519554,-1.5314663159142818,-0.5113750826982716,-0.4629602357347711,-0.0339817175249078,-2.200807222322996,-0.8588825645525549,1.963367550881219,-0.1229787930355359,2.393661044127175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,Etters,Prunus dulcis,12,0,2009,-2.59026716544582,-0.6443570163905107,Plot_93,-0.6443570163905107,-1.6486667,0.4899512514300034,3.4409572917025546,2.2997091312796845,-1.2709944588962738,-1.5314663159142818,0.2807362170407511,-0.5752334464752898,-0.1659951852782217,-1.014074764773315,-0.843241853118924,1.642741071292255,-0.1229787930355359,0.5984928388081465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,Full Belly,Prunus dulcis,12,0,2009,-0.393042588109605,0.0487901641694345,Plot_94,0.5007752879124917,-1.650737,0.4546669125763946,3.3951045744144537,2.2279738214581504,-1.302918319519554,-1.5314663159142818,-0.4331990102600334,-0.4707032157858413,-0.1439877870945561,-2.250277190749649,-0.8131408615304342,1.5786157753744623,-0.1229787930355359,1.723525264118075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,Laury,Prunus dulcis,12,0,2009,-1.20397280432593,0.5452270504833255,Plot_95,0.6678293725756579,-0.52931505,0.4193825737227856,3.349251857126353,2.180150281577128,-1.334842180142834,-1.5314663159142818,-0.4181269124943154,-0.4919964109262845,-0.0977946861837431,-2.4453086497892573,-0.8588825645525549,1.706866367210048,-0.1229787930355359,2.55222393301507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,T&P3,Prunus dulcis,12,0,2009,-2.59026716544582,-0.7985076962177691,Plot_102,-0.7985076962177691,-1.0061274,0.5075934208568079,3.165840987973951,2.2997091312796845,-1.302918319519554,-1.5314663159142818,-0.2664332020164191,-0.5345828012071709,-0.1438098456274915,-2.3273036849244804,-0.9772207763457272,1.7709916631278406,-0.1229787930355359,1.182845731620626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,Taber,Prunus dulcis,8,0,2009,-1.89711998488588,-0.3930425881096047,Plot_103,-0.2876820724517784,-0.7591203,0.5075934208568079,3.2575464225501523,2.2518855913986617,-1.2390705982729937,-1.5314663159142818,0.7257166257939127,-0.5713619564497546,-0.4311362152910925,-1.5634932906863876,-0.7163455161482358,1.835116959045633,-0.1229787930355359,0.8560488225831028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,Tim Mueller 1,Prunus dulcis,12,0,2009,-1.20397280432593,-0.0253178079842873,Plot_104,0.1823215567939571,-2.5114546,0.4899512514300034,3.4409572917025546,2.2997091312796845,-1.2709944588962738,-1.5314663159142818,-0.1583007341211258,-0.5771691914880573,-0.3183979314968458,-1.3194806841206062,-0.7263791798930226,1.963367550881219,-0.1229787930355359,0.484400465170499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alexandra_Maria_Klein_Prunus_dulcis_USA_2009,Tim Mueller 2,Prunus dulcis,12,0,2009,-2.59026716544582,-0.9808292530117236,Plot_105,-0.9808292530117236,-2.1009507,0.4899512514300034,3.4409572917025546,2.2997091312796845,-1.2709944588962738,-1.5314663159142818,-0.0974595531527209,-0.5481330162965439,-0.0024775824867189,-1.848308479400824,-0.8999025431678458,1.642741071292255,-0.1229787930355359,0.6255772814569712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alice_Classen_Coffea_arabica_Tanzania_2011_2012,COF2,Coffea arabica,1,0,2011-2012,-5.13579843705026,-3.5263605246161616,Plot_106,-3.5263605246161616,-3.5871568,1.0897850119413548,0.7356469717046205,0.5302381556818451,0.6125133178772549,-0.2947489300877528,0.909921811887428,1.8579980345735372,0.1599533395379244,-0.4502811332204439,-1.2023879979741436,-1.820024908268556,-0.1229787930355359,2.050403741353442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice_Classen_Coffea_arabica_Tanzania_2011_2012,COF3,Coffea arabica,1,0,2011-2012,-5.13579843705026,-3.3440389678222067,Plot_107,-3.3440389678222067,-3.6258402,1.142711520221768,0.7356469717046205,0.5780616955628678,0.6444371785005351,-0.2561015117806738,1.238827019723609,1.78443972408837,-0.4169679727784649,-0.6775393433354218,-1.1994369201313428,-1.563523724597385,-0.1229787930355359,2.050544547791644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice_Classen_Coffea_arabica_Tanzania_2011_2012,COF4,Coffea arabica,7,0,2011-2012,-5.13579843705026,-5.135798437050262,Plot_108,-5.135798437050262,-2.8123286,,,,,,,,,,,,,,,,,,,,,,
Alice_Classen_Coffea_arabica_Tanzania_2011_2012,COF5,Coffea arabica,1,0,2011-2012,-5.13579843705026,-4.442651256490317,Plot_109,-4.442651256490317,-3.721437,0.8957211482465058,0.6439415371284193,0.1237380666931522,0.420970154137574,-0.7198705314656222,1.0100195242450924,2.4561432435187145,-0.3722607109995208,-0.6770974588552855,-1.3289892273022037,-2.846029642953241,-0.1229787930355359,2.010956200523696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice_Classen_Coffea_arabica_Tanzania_2011_2012,HOM1,Coffea arabica,1,3,2011-2012,-5.13579843705026,-3.1898882879949486,Plot_110,-3.1898882879949486,-3.0747075,0.8957211482465058,0.6897942544165199,0.1476498366336636,0.420970154137574,-0.6812231131585431,0.926890982296764,2.4251713233144336,-0.0951700134013629,-0.7866419193572369,-1.3496467704311632,-2.397152571528692,-0.1229787930355359,1.5601007264794733,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
